,id,ico_id,ico_symbol,date,open,close,low,high,created_at,updated_at,volume,btc_open,btc_close,btc_low,btc_high,value_from_coinmarketcap,currency
25996,1138895,3306,ETH,2018-11-27 00:00:00,118.5899963379,110.6500015259,106.4100036621,121.5,2019-10-22 00:02:02,2019-10-22 00:02:02,679498.1875,,,,,0,USD
25997,1138896,3306,ETH,2018-11-28 00:00:00,110.6399993896,111.3700027466,102.3600006104,114.3099975586,2019-10-22 00:02:02,2019-10-22 00:02:02,523980.3125,,,,,0,USD
25998,1138897,3306,ETH,2018-11-29 00:00:00,111.4499969482,122.8799972534,111.3899993896,126.8000030518,2019-10-22 00:02:02,2019-10-22 00:02:02,578551.9375,,,,,0,USD
25999,1138898,3306,ETH,2018-11-30 00:00:00,122.8799972534,117.9800033569,114.7799987793,124.0,2019-10-22 00:02:02,2019-10-22 00:02:02,478489.125,,,,,0,USD
26000,1138899,3306,ETH,2018-12-01 00:00:00,117.9899978638,113.7300033569,111.0899963379,120.2600021362,2019-10-22 00:02:02,2019-10-22 00:02:02,418593.625,,,,,0,USD
26001,1138900,3306,ETH,2018-12-02 00:00:00,113.7099990845,118.0999984741,111.3499984741,120.8000030518,2019-10-22 00:02:02,2019-10-22 00:02:02,330071.40625,,,,,0,USD
26002,1138901,3306,ETH,2018-12-03 00:00:00,118.0899963379,116.5699996948,116.0,120.7300033569,2019-10-22 00:02:02,2019-10-22 00:02:02,273657.625,,,,,0,USD
26003,1138902,3306,ETH,2018-12-04 00:00:00,116.6299972534,108.7600021362,106.6999969482,116.9599990845,2019-10-22 00:02:02,2019-10-22 00:02:02,324446.03125,,,,,0,USD
26004,1138903,3306,ETH,2018-12-05 00:00:00,108.7600021362,109.9300003052,106.0,113.1999969482,2019-10-22 00:02:02,2019-10-22 00:02:02,275335.25,,,,,0,USD
26005,1138904,3306,ETH,2018-12-06 00:00:00,109.9400024414,102.7099990845,102.3799972534,110.5800018311,2019-10-22 00:02:02,2019-10-22 00:02:02,354057.28125,,,,,0,USD
26006,1138905,3306,ETH,2018-12-07 00:00:00,102.7300033569,91.1800003052,90.1999969482,104.6800003052,2019-10-22 00:02:02,2019-10-22 00:02:02,586138.9375,,,,,0,USD
26007,1138906,3306,ETH,2018-12-08 00:00:00,91.0400009155,93.0999984741,82.0699996948,96.9000015259,2019-10-22 00:02:02,2019-10-22 00:02:02,1030073.9375,,,,,0,USD
26008,1138907,3306,ETH,2018-12-09 00:00:00,93.0999984741,90.3799972534,84.5500030518,98.0,2019-10-22 00:02:02,2019-10-22 00:02:02,698216.375,,,,,0,USD
26009,1138908,3306,ETH,2018-12-10 00:00:00,90.3899993896,93.1699981689,88.6299972534,98.6999969482,2019-10-22 00:02:02,2019-10-22 00:02:02,520530.71875,,,,,0,USD
26010,1138909,3306,ETH,2018-12-11 00:00:00,93.25,89.8799972534,88.1100006104,95.2099990845,2019-10-22 00:02:02,2019-10-22 00:02:02,408563.71875,,,,,0,USD
26011,1138910,3306,ETH,2018-12-12 00:00:00,89.9000015259,87.7900009155,85.8300018311,91.6500015259,2019-10-22 00:02:02,2019-10-22 00:02:02,339979.46875,,,,,0,USD
26012,1138911,3306,ETH,2018-12-13 00:00:00,87.7900009155,89.4100036621,86.6299972534,91.3099975586,2019-10-22 00:02:02,2019-10-22 00:02:02,285390.84375,,,,,0,USD
26013,1138912,3306,ETH,2018-12-14 00:00:00,89.3899993896,86.3399963379,84.7099990845,90.7099990845,2019-10-22 00:02:02,2019-10-22 00:02:02,331204.1875,,,,,0,USD
26014,1138913,3306,ETH,2018-12-15 00:00:00,86.3499984741,83.8199996948,82.1999969482,87.25,2019-10-22 00:02:02,2019-10-22 00:02:02,317981.75,,,,,0,USD
26015,1138914,3306,ETH,2018-12-16 00:00:00,83.8199996948,83.7600021362,81.7900009155,85.0,2019-10-22 00:02:02,2019-10-22 00:02:02,217360.65625,,,,,0,USD
26016,1138915,3306,ETH,2018-12-17 00:00:00,83.75,84.6699981689,83.7300033569,87.6399993896,2019-10-22 00:02:02,2019-10-22 00:02:02,241004.0625,,,,,0,USD
26017,1138916,3306,ETH,2018-12-18 00:00:00,84.6800003052,94.0199966431,84.4000015259,97.0,2019-10-22 00:02:02,2019-10-22 00:02:02,472040.15625,,,,,0,USD
26018,1138917,3306,ETH,2018-12-19 00:00:00,94.0299987793,100.3899993896,91.3399963379,101.3000030518,2019-10-22 00:02:02,2019-10-22 00:02:02,529946.8125,,,,,0,USD
26019,1138918,3306,ETH,2018-12-20 00:00:00,100.3899993896,98.7399978638,97.75,107.5500030518,2019-10-22 00:02:02,2019-10-22 00:02:02,827666.4375,,,,,0,USD
26020,1138919,3306,ETH,2018-12-21 00:00:00,98.7300033569,113.75,97.8799972534,116.0,2019-10-22 00:02:02,2019-10-22 00:02:02,859708.125,,,,,0,USD
26021,1138920,3306,ETH,2018-12-22 00:00:00,113.75,107.6100006104,104.7600021362,118.0,2019-10-22 00:02:02,2019-10-22 00:02:02,665944.4375,,,,,0,USD
26022,1138921,3306,ETH,2018-12-23 00:00:00,107.6800003052,115.1999969482,105.3799972534,115.5,2019-10-22 00:02:02,2019-10-22 00:02:02,405344.125,,,,,0,USD
26023,1138922,3306,ETH,2018-12-24 00:00:00,115.1800003052,129.0299987793,114.9100036621,131.9400024414,2019-10-22 00:02:02,2019-10-22 00:02:02,936037.25,,,,,0,USD
26024,1138923,3306,ETH,2018-12-25 00:00:00,129.0200042725,138.0599975586,128.8000030518,157.6699981689,2019-10-22 00:02:02,2019-10-22 00:02:02,1319563.625,,,,,0,USD
26025,1138924,3306,ETH,2018-12-26 00:00:00,137.9499969482,127.5999984741,119.6800003052,139.2599945068,2019-10-22 00:02:02,2019-10-22 00:02:02,1076151.375,,,,,0,USD
26026,1138925,3306,ETH,2018-12-27 00:00:00,127.6100006104,129.3500061035,122.5100021362,135.3200073242,2019-10-22 00:02:02,2019-10-22 00:02:02,794830.9375,,,,,0,USD
26027,1138926,3306,ETH,2018-12-28 00:00:00,129.3699951172,113.75,111.2200012207,131.0899963379,2019-10-22 00:02:02,2019-10-22 00:02:02,752172.6875,,,,,0,USD
26028,1138927,3306,ETH,2018-12-29 00:00:00,113.7399978638,135.3000030518,111.8700027466,136.6600036621,2019-10-22 00:02:02,2019-10-22 00:02:02,894208.0625,,,,,0,USD
26029,1138928,3306,ETH,2018-12-30 00:00:00,135.2899932861,132.9400024414,128.5,145.4199981689,2019-10-22 00:02:02,2019-10-22 00:02:02,1006646.125,,,,,0,USD
26030,1138929,3306,ETH,2018-12-31 00:00:00,132.9700012207,137.8099975586,127.0299987793,139.0,2019-10-22 00:02:02,2019-10-22 00:02:02,704245.6875,,,,,0,USD
26031,1138930,3306,ETH,2019-01-01 00:00:00,137.7799987793,131.4499969482,128.6999969482,138.6600036621,2019-10-22 00:02:02,2019-10-22 00:02:02,484604.75,,,,,0,USD
26032,1138931,3306,ETH,2019-01-02 00:00:00,131.4499969482,139.0599975586,130.0,140.6699981689,2019-10-22 00:02:02,2019-10-22 00:02:02,401750.6875,,,,,0,USD
26033,1138932,3306,ETH,2019-01-03 00:00:00,139.0700073242,152.0099945068,137.7599945068,155.3699951172,2019-10-22 00:02:02,2019-10-22 00:02:02,941473.125,,,,,0,USD
26034,1138933,3306,ETH,2019-01-04 00:00:00,152.0099945068,146.3000030518,143.1100006104,153.6399993896,2019-10-22 00:02:02,2019-10-22 00:02:02,708091.375,,,,,0,USD
26035,1138934,3306,ETH,2019-01-05 00:00:00,146.3099975586,152.0800018311,143.5399932861,154.8000030518,2019-10-22 00:02:02,2019-10-22 00:02:02,805248.9375,,,,,0,USD
26036,1138935,3306,ETH,2019-01-06 00:00:00,152.0800018311,152.8300018311,151.1999969482,159.2599945068,2019-10-22 00:02:02,2019-10-22 00:02:02,773169.75,,,,,0,USD
26037,1138936,3306,ETH,2019-01-07 00:00:00,152.8300018311,153.8899993896,147.5099945068,157.3999938965,2019-10-22 00:02:02,2019-10-22 00:02:02,627915.25,,,,,0,USD
26038,1138937,3306,ETH,2019-01-08 00:00:00,153.8699951172,149.3399963379,147.8600006104,155.4799957275,2019-10-22 00:02:02,2019-10-22 00:02:02,424757.84375,,,,,0,USD
26039,1138938,3306,ETH,2019-01-09 00:00:00,149.2899932861,147.6000061035,145.1999969482,151.6499938965,2019-10-22 00:02:02,2019-10-22 00:02:02,441679.53125,,,,,0,USD
26040,1138939,3306,ETH,2019-01-10 00:00:00,147.6000061035,148.1000061035,146.7700042725,151.5,2019-10-22 00:02:02,2019-10-22 00:02:02,299422.75,,,,,0,USD
26041,1138940,3306,ETH,2019-01-11 00:00:00,148.1100006104,125.0,121.0,149.4499969482,2019-10-22 00:02:02,2019-10-22 00:02:02,871756.875,,,,,0,USD
26042,1138941,3306,ETH,2019-01-12 00:00:00,125.0,124.6699981689,120.0800018311,127.3600006104,2019-10-22 00:02:02,2019-10-22 00:02:02,545285.75,,,,,0,USD
26043,1138942,3306,ETH,2019-01-13 00:00:00,124.6699981689,123.3499984741,122.0,126.1900024414,2019-10-22 00:02:02,2019-10-22 00:02:02,300261.625,,,,,0,USD
26044,1138943,3306,ETH,2019-01-14 00:00:00,123.3499984741,114.1600036621,111.8700027466,124.25,2019-10-22 00:02:02,2019-10-22 00:02:02,422561.96875,,,,,0,USD
26045,1138944,3306,ETH,2019-01-15 00:00:00,114.1699981689,126.9599990845,113.9400024414,130.0500030518,2019-10-22 00:02:02,2019-10-22 00:02:02,546423.375,,,,,0,USD
26046,1138945,3306,ETH,2019-01-16 00:00:00,126.9599990845,118.9599990845,116.0,129.3999938965,2019-10-22 00:02:02,2019-10-22 00:02:02,649024.0,,,,,0,USD
26047,1138946,3306,ETH,2019-01-17 00:00:00,118.9199981689,121.5699996948,118.5199966431,126.8799972534,2019-10-22 00:02:02,2019-10-22 00:02:02,513508.15625,,,,,0,USD
26048,1138947,3306,ETH,2019-01-18 00:00:00,121.5,121.5400009155,116.8000030518,122.9899978638,2019-10-22 00:02:02,2019-10-22 00:02:02,447507.3125,,,,,0,USD
26049,1138948,3306,ETH,2019-01-19 00:00:00,121.5599975586,119.1699981689,117.6600036621,121.9800033569,2019-10-22 00:02:02,2019-10-22 00:02:02,235646.6875,,,,,0,USD
26050,1138949,3306,ETH,2019-01-20 00:00:00,119.1600036621,122.6200027466,119.1399993896,125.2900009155,2019-10-22 00:02:02,2019-10-22 00:02:02,323311.6875,,,,,0,USD
26051,1138950,3306,ETH,2019-01-21 00:00:00,122.6100006104,117.5699996948,115.6800003052,123.3199996948,2019-10-22 00:02:02,2019-10-22 00:02:02,451791.71875,,,,,0,USD
26052,1138951,3306,ETH,2019-01-22 00:00:00,117.5899963379,115.5899963379,113.6100006104,118.5,2019-10-22 00:02:02,2019-10-22 00:02:02,303594.53125,,,,,0,USD
51084,3136922,3306,ETH,2019-01-23 00:00:00,118.2399978638,117.8499984741,117.3000030518,119.4100036621,2019-11-21 12:03:43,2019-11-21 12:03:43,83008.625,,,,,0,USD
51085,3136923,3306,ETH,2019-01-24 00:00:00,117.8799972534,116.3499984741,114.8099975586,118.7399978638,2019-11-21 12:03:43,2019-11-21 12:03:43,371436.75,,,,,0,USD
51086,3136924,3306,ETH,2019-01-25 00:00:00,116.3499984741,116.3099975586,114.0199966431,117.0800018311,2019-11-21 12:03:43,2019-11-21 12:03:43,397887.3125,,,,,0,USD
51087,3136925,3306,ETH,2019-01-26 00:00:00,116.3399963379,115.25,114.6200027466,117.2399978638,2019-11-21 12:03:43,2019-11-21 12:03:43,369410.6875,,,,,0,USD
51088,3136926,3306,ETH,2019-01-27 00:00:00,115.2099990845,115.3300018311,114.9400024414,117.7399978638,2019-11-21 12:03:43,2019-11-21 12:03:43,280973.90625,,,,,0,USD
51089,3136927,3306,ETH,2019-01-28 00:00:00,115.3399963379,112.0500030518,111.1999969482,115.8600006104,2019-11-21 12:03:43,2019-11-21 12:03:43,352784.625,,,,,0,USD
51090,3136928,3306,ETH,2019-01-29 00:00:00,112.0800018311,105.4700012207,101.0100021362,112.8600006104,2019-11-21 12:03:43,2019-11-21 12:03:43,559678.25,,,,,0,USD
51091,3136929,3306,ETH,2019-01-30 00:00:00,105.4199981689,104.5500030518,102.2799987793,106.5800018311,2019-11-21 12:03:43,2019-11-21 12:03:43,421158.5625,,,,,0,USD
51092,3136930,3306,ETH,2019-01-31 00:00:00,104.4400024414,108.3199996948,103.5100021362,109.7200012207,2019-11-21 12:03:43,2019-11-21 12:03:43,527085.8125,,,,,0,USD
51093,3136931,3306,ETH,2019-02-01 00:00:00,108.3300018311,106.3399963379,105.5,110.4899978638,2019-11-21 12:03:43,2019-11-21 12:03:43,499831.71875,,,,,0,USD
51094,3136932,3306,ETH,2019-02-02 00:00:00,106.4499969482,106.6299972534,103.8199996948,108.3000030518,2019-11-21 12:03:43,2019-11-21 12:03:43,469739.78125,,,,,0,USD
51095,3136933,3306,ETH,2019-02-03 00:00:00,106.6600036621,110.3899993896,106.1399993896,111.1699981689,2019-11-21 12:03:43,2019-11-21 12:03:43,411836.59375,,,,,0,USD
51096,3136934,3306,ETH,2019-02-04 00:00:00,110.5199966431,107.3399963379,105.8300018311,111.3199996948,2019-11-21 12:03:43,2019-11-21 12:03:43,424383.40625,,,,,0,USD
51097,3136935,3306,ETH,2019-02-05 00:00:00,107.3899993896,107.5999984741,106.5500030518,109.3600006104,2019-11-21 12:03:43,2019-11-21 12:03:43,510153.8125,,,,,0,USD
51098,3136936,3306,ETH,2019-02-06 00:00:00,107.6600036621,107.2099990845,106.4700012207,108.2200012207,2019-11-21 12:03:43,2019-11-21 12:03:43,565429.125,,,,,0,USD
51099,3136937,3306,ETH,2019-02-07 00:00:00,107.2699966431,104.5500030518,101.2799987793,107.7099990845,2019-11-21 12:03:43,2019-11-21 12:03:43,474751.0625,,,,,0,USD
51100,3136938,3306,ETH,2019-02-08 00:00:00,104.5,104.5100021362,103.9199981689,106.2099990845,2019-11-21 12:03:43,2019-11-21 12:03:43,214884.015625,,,,,0,USD
51101,3136939,3306,ETH,2019-02-09 00:00:00,104.4800033569,119.1999969482,103.5699996948,122.6699981689,2019-11-21 12:03:43,2019-11-21 12:03:43,446326.53125,,,,,0,USD
51102,3136940,3306,ETH,2019-02-10 00:00:00,119.2600021362,119.1600036621,117.5800018311,121.1399993896,2019-11-21 12:03:43,2019-11-21 12:03:43,259349.53125,,,,,0,USD
51103,3136941,3306,ETH,2019-02-11 00:00:00,119.1399993896,125.0599975586,115.9100036621,125.8099975586,2019-11-21 12:03:43,2019-11-21 12:03:43,269173.5625,,,,,0,USD
51104,3136942,3306,ETH,2019-02-12 00:00:00,125.0699996948,120.9700012207,119.3899993896,125.5199966431,2019-11-21 12:03:43,2019-11-21 12:03:43,276163.21875,,,,,0,USD
51105,3136943,3306,ETH,2019-02-13 00:00:00,120.8700027466,122.3300018311,118.5400009155,124.0,2019-11-21 12:03:43,2019-11-21 12:03:43,266676.6875,,,,,0,USD
51106,3136944,3306,ETH,2019-02-14 00:00:00,122.2099990845,121.8600006104,120.6200027466,125.8300018311,2019-11-21 12:03:44,2019-11-21 12:03:44,232724.265625,,,,,0,USD
51107,3136945,3306,ETH,2019-02-15 00:00:00,121.8899993896,120.4499969482,120.1299972534,124.4400024414,2019-11-21 12:03:44,2019-11-21 12:03:44,231465.234375,,,,,0,USD
51108,3136946,3306,ETH,2019-02-16 00:00:00,120.25,121.6999969482,120.2099990845,124.2699966431,2019-11-21 12:03:44,2019-11-21 12:03:44,210229.03125,,,,,0,USD
51109,3136947,3306,ETH,2019-02-17 00:00:00,121.6800003052,122.6299972534,121.5299987793,124.75,2019-11-21 12:03:44,2019-11-21 12:03:44,182871.34375,,,,,0,USD
51110,3136948,3306,ETH,2019-02-18 00:00:00,122.6100006104,133.7899932861,122.4300003052,135.4600067139,2019-11-21 12:03:44,2019-11-21 12:03:44,336627.53125,,,,,0,USD
51111,3136949,3306,ETH,2019-02-19 00:00:00,133.7200012207,145.7400054932,132.4900054932,148.3099975586,2019-11-21 12:03:44,2019-11-21 12:03:44,572482.8125,,,,,0,USD
51112,3136950,3306,ETH,2019-02-20 00:00:00,145.6799926758,143.5899963379,143.1399993896,149.8999938965,2019-11-21 12:03:44,2019-11-21 12:03:44,364357.375,,,,,0,USD
51113,3136951,3306,ETH,2019-02-21 00:00:00,143.3099975586,148.3800048828,140.0,149.5,2019-11-21 12:03:44,2019-11-21 12:03:44,324413.28125,,,,,0,USD
51114,3136952,3306,ETH,2019-02-22 00:00:00,148.3899993896,145.6000061035,142.9299926758,149.6300048828,2019-11-21 12:03:44,2019-11-21 12:03:44,265336.875,,,,,0,USD
51115,3136953,3306,ETH,2019-02-23 00:00:00,145.75,147.3099975586,143.8300018311,148.8200073242,2019-11-21 12:03:44,2019-11-21 12:03:44,230598.859375,,,,,0,USD
51116,3136954,3306,ETH,2019-02-24 00:00:00,147.2799987793,158.0299987793,145.7599945068,159.5099945068,2019-11-21 12:03:44,2019-11-21 12:03:44,349053.09375,,,,,0,USD
51117,3136955,3306,ETH,2019-02-25 00:00:00,158.0299987793,132.2100067139,131.9900054932,165.6300048828,2019-11-21 12:03:44,2019-11-21 12:03:44,607212.125,,,,,0,USD
51118,3136956,3306,ETH,2019-02-26 00:00:00,132.2899932861,137.8800048828,131.9900054932,141.5099945068,2019-11-21 12:03:44,2019-11-21 12:03:44,449246.15625,,,,,0,USD
51119,3136957,3306,ETH,2019-02-27 00:00:00,137.8699951172,136.3800048828,133.8899993896,138.5800018311,2019-11-21 12:03:44,2019-11-21 12:03:44,281934.78125,,,,,0,USD
51120,3136958,3306,ETH,2019-02-28 00:00:00,136.3699951172,135.1199951172,126.3000030518,140.2200012207,2019-11-21 12:03:44,2019-11-21 12:03:44,318965.1875,,,,,0,USD
51121,3136959,3306,ETH,2019-03-01 00:00:00,134.9700012207,135.25,132.2299957275,139.1499938965,2019-11-21 12:03:44,2019-11-21 12:03:44,330606.03125,,,,,0,USD
51122,3136960,3306,ETH,2019-03-02 00:00:00,135.2899932861,135.3999938965,134.8600006104,138.6900024414,2019-11-21 12:03:44,2019-11-21 12:03:44,262539.9375,,,,,0,USD
51123,3136961,3306,ETH,2019-03-03 00:00:00,135.4400024414,132.5299987793,130.1600036621,136.4700012207,2019-11-21 12:03:44,2019-11-21 12:03:44,252348.703125,,,,,0,USD
51124,3136962,3306,ETH,2019-03-04 00:00:00,132.4499969482,130.4499969482,128.1600036621,135.0,2019-11-21 12:03:44,2019-11-21 12:03:44,292115.96875,,,,,0,USD
51125,3136963,3306,ETH,2019-03-05 00:00:00,130.5500030518,125.6699981689,122.6500015259,131.9700012207,2019-11-21 12:03:44,2019-11-21 12:03:44,333081.75,,,,,0,USD
51126,3136964,3306,ETH,2019-03-06 00:00:00,125.6800003052,136.8300018311,125.1500015259,137.8800048828,2019-11-21 12:03:44,2019-11-21 12:03:44,523746.9375,,,,,0,USD
51127,3136965,3306,ETH,2019-03-07 00:00:00,136.6900024414,137.3899993896,133.2899932861,143.0,2019-11-21 12:03:44,2019-11-21 12:03:44,437209.75,,,,,0,USD
51128,3136966,3306,ETH,2019-03-08 00:00:00,137.3699951172,136.8099975586,135.2700042725,140.1900024414,2019-11-21 12:03:44,2019-11-21 12:03:44,635332.875,,,,,0,USD
51129,3136967,3306,ETH,2019-03-09 00:00:00,136.8099975586,133.5299987793,130.8399963379,139.3000030518,2019-11-21 12:03:44,2019-11-21 12:03:44,742561.8125,,,,,0,USD
51130,3136968,3306,ETH,2019-03-10 00:00:00,133.5299987793,137.25,133.0099945068,138.6799926758,2019-11-21 12:03:44,2019-11-21 12:03:44,680508.75,,,,,0,USD
51131,3136969,3306,ETH,2019-03-11 00:00:00,137.25,135.3699951172,134.0,137.4700012207,2019-11-21 12:03:44,2019-11-21 12:03:44,536238.6875,,,,,0,USD
51132,3136970,3306,ETH,2019-03-12 00:00:00,135.3800048828,132.6199951172,131.2100067139,136.25,2019-11-21 12:03:44,2019-11-21 12:03:44,593986.3125,,,,,0,USD
51133,3136971,3306,ETH,2019-03-13 00:00:00,132.5899963379,133.5399932861,128.25,135.0399932861,2019-11-21 12:03:44,2019-11-21 12:03:44,1013629.75,,,,,0,USD
51134,3136972,3306,ETH,2019-03-14 00:00:00,133.5399932861,131.8099975586,130.7400054932,133.6300048828,2019-11-21 12:03:44,2019-11-21 12:03:44,691197.0,,,,,0,USD
51135,3136973,3306,ETH,2019-03-15 00:00:00,131.8399963379,132.1900024414,129.5800018311,135.1900024414,2019-11-21 12:03:44,2019-11-21 12:03:44,780891.0625,,,,,0,USD
